"On-time Graduation Rate"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2019,DIV,"Richmond City Public Schools","English Learners",143,55,38.5,55,38.5
2019,DIV,"Richmond City Public Schools",Female,762,595,78.1,598,78.5
2019,DIV,"Richmond City Public Schools","Foster Care",11,4,36.4,4,36.4
2019,DIV,"Richmond City Public Schools",Hispanic,313,103,32.9,104,33.2
2019,DIV,"Richmond City Public Schools",Homeless,44,30,68.2,30,68.2
2019,DIV,"Richmond City Public Schools",Male,745,483,64.8,490,65.8
2019,DIV,"Richmond City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Richmond City Public Schools","Multiple Races",13,12,92.3,12,92.3
2019,DIV,"Richmond City Public Schools","Students with Disabilities",273,192,70.3,195,71.4
2019,DIV,"Richmond City Public Schools",White,189,163,86.2,163,86.2
2019,DIV,"Richmond County Public Schools","All Students",96,96,100,96,100
2019,DIV,"Richmond County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Black,28,28,100,28,100
2019,DIV,"Richmond County Public Schools","Economically Disadvantaged",37,37,100,37,100
2019,DIV,"Richmond County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Female,42,42,100,42,100
2019,DIV,"Richmond County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Male,54,54,100,54,100
2019,DIV,"Richmond County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Richmond County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Richmond County Public Schools","Students with Disabilities",10,10,100,10,100
2019,DIV,"Richmond County Public Schools",White,58,58,100,58,100
2019,DIV,"Roanoke City Public Schools","All Students",925,813,87.9,813,87.9
2019,DIV,"Roanoke City Public Schools",Asian,32,30,93.8,30,93.8
2019,DIV,"Roanoke City Public Schools",Black,407,366,89.9,366,89.9
2019,DIV,"Roanoke City Public Schools","Economically Disadvantaged",484,428,88.4,428,88.4
2019,DIV,"Roanoke City Public Schools","English Learners",98,72,73.5,72,73.5
2019,DIV,"Roanoke City Public Schools",Female,423,386,91.3,386,91.3
2019,DIV,"Roanoke City Public Schools","Foster Care",14,11,78.6,11,78.6
2019,DIV,"Roanoke City Public Schools",Hispanic,115,86,74.8,86,74.8
2019,DIV,"Roanoke City Public Schools",Homeless,30,23,76.7,23,76.7
2019,DIV,"Roanoke City Public Schools",Male,502,427,85.1,427,85.1
2019,DIV,"Roanoke City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Roanoke City Public Schools","Multiple Races",43,36,83.7,36,83.7
2019,DIV,"Roanoke City Public Schools","Students with Disabilities",146,133,91.1,133,91.1
2019,DIV,"Roanoke City Public Schools",White,328,295,89.9,295,89.9
2019,DIV,"Roanoke County Public Schools","All Students",1160,1102,95,1111,95.8
2019,DIV,"Roanoke County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Roanoke County Public Schools",Asian,54,54,100,54,100
2019,DIV,"Roanoke County Public Schools",Black,81,73,90.1,73,90.1
2019,DIV,"Roanoke County Public Schools","Economically Disadvantaged",310,274,88.4,281,90.6
2019,DIV,"Roanoke County Public Schools","English Learners",27,21,77.8,21,77.8
2019,DIV,"Roanoke County Public Schools",Female,547,531,97.1,532,97.3
2019,DIV,"Roanoke County Public Schools","Foster Care",11,4,36.4,5,45.5
2019,DIV,"Roanoke County Public Schools",Hispanic,45,38,84.4,38,84.4
2019,DIV,"Roanoke County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Roanoke County Public Schools",Male,613,571,93.1,579,94.5
2019,DIV,"Roanoke County Public Schools","Military Connected",13,12,92.3,12,92.3
2019,DIV,"Roanoke County Public Schools","Multiple Races",56,54,96.4,55,98.2
2019,DIV,"Roanoke County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Roanoke County Public Schools","Students with Disabilities",135,121,89.6,123,91.1
2019,DIV,"Roanoke County Public Schools",White,919,878,95.5,886,96.4
2019,DIV,"Rockbridge County Public Schools","All Students",218,196,89.9,198,90.8
2019,DIV,"Rockbridge County Public Schools",Black,<,<,100,<,100
2019,DIV,"Rockbridge County Public Schools","Economically Disadvantaged",74,64,86.5,65,87.8
2019,DIV,"Rockbridge County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Rockbridge County Public Schools",Female,113,106,93.8,106,93.8
2019,DIV,"Rockbridge County Public Schools",Hispanic,15,13,86.7,13,86.7
2019,DIV,"Rockbridge County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Rockbridge County Public Schools",Male,105,90,85.7,92,87.6
2019,DIV,"Rockbridge County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Rockbridge County Public Schools","Multiple Races",11,8,72.7,8,72.7
2019,DIV,"Rockbridge County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Rockbridge County Public Schools","Students with Disabilities",16,11,68.8,11,68.8
2019,DIV,"Rockbridge County Public Schools",White,185,168,90.8,170,91.9
2019,DIV,"Rockingham County Public Schools","All Students",1005,949,94.4,961,95.6
2019,DIV,"Rockingham County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Rockingham County Public Schools",Asian,13,13,100,13,100
2019,DIV,"Rockingham County Public Schools",Black,19,18,94.7,18,94.7
2019,DIV,"Rockingham County Public Schools","Economically Disadvantaged",338,303,89.6,313,92.6
2019,DIV,"Rockingham County Public Schools","English Learners",58,45,77.6,45,77.6
2019,DIV,"Rockingham County Public Schools",Female,473,450,95.1,450,95.1
2019,DIV,"Rockingham County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Rockingham County Public Schools",Hispanic,145,128,88.3,128,88.3
2019,DIV,"Rockingham County Public Schools",Homeless,13,12,92.3,12,92.3
2019,DIV,"Rockingham County Public Schools",Male,532,499,93.8,511,96.1
2019,DIV,"Rockingham County Public Schools","Military Connected",11,11,100,11,100
2019,DIV,"Rockingham County Public Schools","Multiple Races",40,37,92.5,38,95
2019,DIV,"Rockingham County Public Schools","Students with Disabilities",102,98,96.1,99,97.1
2019,DIV,"Rockingham County Public Schools",White,787,752,95.6,763,97
2019,DIV,"Russell County Public Schools","All Students",305,285,93.4,286,93.8
2019,DIV,"Russell County Public Schools",Asian,<,<,<,<,<
2019,DIV,"Russell County Public Schools","Economically Disadvantaged",175,160,91.4,160,91.4
2019,DIV,"Russell County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Russell County Public Schools",Female,142,135,95.1,135,95.1
2019,DIV,"Russell County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Russell County Public Schools",Male,163,150,92,151,92.6
2019,DIV,"Russell County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Russell County Public Schools","Students with Disabilities",42,35,83.3,35,83.3
2019,DIV,"Russell County Public Schools",White,302,283,93.7,284,94
2019,DIV,"Salem City Public Schools","All Students",306,288,94.1,291,95.1
2019,DIV,"Salem City Public Schools",Asian,10,10,100,10,100
2019,DIV,"Salem City Public Schools",Black,33,28,84.8,29,87.9
2019,DIV,"Salem City Public Schools","Economically Disadvantaged",104,89,85.6,92,88.5
2019,DIV,"Salem City Public Schools","English Learners",12,11,91.7,11,91.7
2019,DIV,"Salem City Public Schools",Female,144,139,96.5,140,97.2
2019,DIV,"Salem City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Salem City Public Schools",Hispanic,15,13,86.7,13,86.7
2019,DIV,"Salem City Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Salem City Public Schools",Male,162,149,92,151,93.2
2019,DIV,"Salem City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Salem City Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Salem City Public Schools","Students with Disabilities",45,45,100,45,100
2019,DIV,"Salem City Public Schools",White,240,230,95.8,232,96.7
2019,DIV,"Scott County Public Schools","All Students",248,238,96,239,96.4
2019,DIV,"Scott County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Scott County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Scott County Public Schools",Black,<,<,100,<,100
2019,DIV,"Scott County Public Schools","Economically Disadvantaged",115,108,93.9,109,94.8
2019,DIV,"Scott County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Scott County Public Schools",Female,110,107,97.3,107,97.3
2019,DIV,"Scott County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Scott County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Scott County Public Schools",Male,138,131,94.9,132,95.7
2019,DIV,"Scott County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Scott County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Scott County Public Schools","Students with Disabilities",43,40,93,40,93
2019,DIV,"Scott County Public Schools",White,232,224,96.6,224,96.6
2019,DIV,"Shenandoah County Public Schools","All Students",522,511,97.9,513,98.3
2019,DIV,"Shenandoah County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Shenandoah County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Shenandoah County Public Schools",Black,19,18,94.7,18,94.7
2019,DIV,"Shenandoah County Public Schools","Economically Disadvantaged",203,197,97,199,98
2019,DIV,"Shenandoah County Public Schools","English Learners",25,23,92,23,92
2019,DIV,"Shenandoah County Public Schools",Female,267,264,98.9,264,98.9
2019,DIV,"Shenandoah County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Shenandoah County Public Schools",Hispanic,73,71,97.3,71,97.3
2019,DIV,"Shenandoah County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Shenandoah County Public Schools",Male,255,247,96.9,249,97.6
2019,DIV,"Shenandoah County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Shenandoah County Public Schools","Multiple Races",20,19,95,20,100
2019,DIV,"Shenandoah County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Shenandoah County Public Schools","Students with Disabilities",76,73,96.1,73,96.1
2019,DIV,"Shenandoah County Public Schools",White,404,397,98.3,398,98.5
2019,DIV,"Smyth County Public Schools","All Students",299,287,96,288,96.3
2019,DIV,"Smyth County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Smyth County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Smyth County Public Schools",Black,<,<,<,<,<
2019,DIV,"Smyth County Public Schools","Economically Disadvantaged",168,159,94.6,160,95.2
2019,DIV,"Smyth County Public Schools",Female,141,133,94.3,133,94.3
2019,DIV,"Smyth County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Smyth County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Smyth County Public Schools",Male,158,154,97.5,155,98.1
2019,DIV,"Smyth County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Smyth County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Smyth County Public Schools","Students with Disabilities",41,39,95.1,39,95.1
2019,DIV,"Smyth County Public Schools",White,282,271,96.1,272,96.5
2019,DIV,"Southampton County Public Schools","All Students",196,183,93.4,185,94.4
2019,DIV,"Southampton County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Southampton County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Southampton County Public Schools",Black,76,70,92.1,70,92.1
2019,DIV,"Southampton County Public Schools","Economically Disadvantaged",87,80,92,81,93.1
2019,DIV,"Southampton County Public Schools",Female,92,86,93.5,86,93.5
2019,DIV,"Southampton County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Southampton County Public Schools",Male,104,97,93.3,99,95.2
2019,DIV,"Southampton County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Southampton County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Southampton County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Southampton County Public Schools","Students with Disabilities",24,22,91.7,22,91.7
2019,DIV,"Southampton County Public Schools",White,107,101,94.4,103,96.3
2019,DIV,"Spotsylvania County Public Schools","All Students",1873,1705,91,1730,92.4
2019,DIV,"Spotsylvania County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Spotsylvania County Public Schools",Asian,55,53,96.4,53,96.4
2019,DIV,"Spotsylvania County Public Schools",Black,367,333,90.7,336,91.6
2019,DIV,"Spotsylvania County Public Schools","Economically Disadvantaged",683,575,84.2,587,85.9
2019,DIV,"Spotsylvania County Public Schools","English Learners",100,59,59,60,60
2019,DIV,"Spotsylvania County Public Schools",Female,916,859,93.8,869,94.9
2019,DIV,"Spotsylvania County Public Schools","Foster Care",10,8,80,8,80
2019,DIV,"Spotsylvania County Public Schools",Hispanic,306,246,80.4,250,81.7
2019,DIV,"Spotsylvania County Public Schools",Homeless,33,18,54.5,19,57.6
2019,DIV,"Spotsylvania County Public Schools",Male,957,846,88.4,861,90
2019,DIV,"Spotsylvania County Public Schools","Military Connected",75,73,97.3,73,97.3
2019,DIV,"Spotsylvania County Public Schools","Multiple Races",94,89,94.7,90,95.7
2019,DIV,"Spotsylvania County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Spotsylvania County Public Schools","Students with Disabilities",216,190,88,193,89.4
2019,DIV,"Spotsylvania County Public Schools",White,1045,978,93.6,995,95.2
2019,DIV,"Stafford County Public Schools","All Students",2374,2253,94.9,2277,95.9
2019,DIV,"Stafford County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Stafford County Public Schools",Asian,84,82,97.6,83,98.8
2019,DIV,"Stafford County Public Schools",Black,512,483,94.3,484,94.5
2019,DIV,"Stafford County Public Schools","Economically Disadvantaged",705,652,92.5,659,93.5
2019,DIV,"Stafford County Public Schools","English Learners",128,104,81.3,105,82
2019,DIV,"Stafford County Public Schools",Female,1185,1148,96.9,1155,97.5
2019,DIV,"Stafford County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Stafford County Public Schools",Hispanic,453,418,92.3,421,92.9
2019,DIV,"Stafford County Public Schools",Homeless,21,9,42.9,9,42.9
2019,DIV,"Stafford County Public Schools",Male,1189,1105,92.9,1122,94.4
2019,DIV,"Stafford County Public Schools","Military Connected",82,81,98.8,81,98.8
2019,DIV,"Stafford County Public Schools","Multiple Races",177,171,96.6,174,98.3
2019,DIV,"Stafford County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Stafford County Public Schools","Students with Disabilities",225,213,94.7,215,95.6
2019,DIV,"Stafford County Public Schools",White,1132,1085,95.8,1100,97.2
2019,DIV,"Staunton City Public Schools","All Students",208,191,91.8,194,93.3
2019,DIV,"Staunton City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Staunton City Public Schools",Black,35,33,94.3,33,94.3
2019,DIV,"Staunton City Public Schools","Economically Disadvantaged",85,75,88.2,77,90.6
2019,DIV,"Staunton City Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Staunton City Public Schools",Female,104,96,92.3,97,93.3
2019,DIV,"Staunton City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Staunton City Public Schools",Hispanic,14,14,100,14,100
2019,DIV,"Staunton City Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Staunton City Public Schools",Male,104,95,91.3,97,93.3
2019,DIV,"Staunton City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Staunton City Public Schools","Multiple Races",22,18,81.8,19,86.4
2019,DIV,"Staunton City Public Schools","Students with Disabilities",20,16,80,17,85
2019,DIV,"Staunton City Public Schools",White,133,122,91.7,124,93.2
2019,DIV,"Suffolk City Public Schools","All Students",995,870,87.4,887,89.1
2019,DIV,"Suffolk City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Suffolk City Public Schools",Asian,13,13,100,13,100
2019,DIV,"Suffolk City Public Schools",Black,597,509,85.3,517,86.6
2019,DIV,"Suffolk City Public Schools","Economically Disadvantaged",419,335,80,346,82.6
2019,DIV,"Suffolk City Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Suffolk City Public Schools",Female,486,445,91.6,451,92.8
2019,DIV,"Suffolk City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Suffolk City Public Schools",Hispanic,52,44,84.6,46,88.5
2019,DIV,"Suffolk City Public Schools",Homeless,11,8,72.7,8,72.7
2019,DIV,"Suffolk City Public Schools",Male,509,425,83.5,436,85.7
2019,DIV,"Suffolk City Public Schools","Military Connected",46,45,97.8,45,97.8
2019,DIV,"Suffolk City Public Schools","Multiple Races",37,36,97.3,37,100
2019,DIV,"Suffolk City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Suffolk City Public Schools","Students with Disabilities",140,111,79.3,113,80.7
2019,DIV,"Suffolk City Public Schools",White,293,265,90.4,271,92.5
2019,DIV,"Surry County Public Schools","All Students",59,56,94.9,56,94.9
2019,DIV,"Surry County Public Schools",Black,43,42,97.7,42,97.7
2019,DIV,"Surry County Public Schools","Economically Disadvantaged",31,29,93.5,29,93.5
2019,DIV,"Surry County Public Schools",Female,29,27,93.1,27,93.1
2019,DIV,"Surry County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Surry County Public Schools",Male,30,29,96.7,29,96.7
2019,DIV,"Surry County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Surry County Public Schools","Students with Disabilities",<,<,<,<,<
2019,DIV,"Surry County Public Schools",White,14,13,92.9,13,92.9
2019,DIV,"Sussex County Public Schools","All Students",87,76,87.4,77,88.5
2019,DIV,"Sussex County Public Schools",Black,69,61,88.4,61,88.4
2019,DIV,"Sussex County Public Schools","Economically Disadvantaged",42,36,85.7,36,85.7
