"Chronic Absenteeism"
3/17/2022

Year,Level,Division,Subgroup,"Count Below 10","Count Above 10","Percent Below 10","Percent above 10"
"2020 - 2021",DIV,"Carroll County Public Schools","Multiple Races",38,11,77.6,22.4
"2020 - 2021",DIV,"Carroll County Public Schools","Students with Disabilities",497,87,85.1,14.9
"2020 - 2021",DIV,"Carroll County Public Schools",White,2723,355,88.5,11.5
"2020 - 2021",DIV,"Charles City County Public Schools","All Students",474,72,86.8,13.2
"2020 - 2021",DIV,"Charles City County Public Schools","American Indian",26,4,,
"2020 - 2021",DIV,"Charles City County Public Schools",Asian,<,<,100,0
"2020 - 2021",DIV,"Charles City County Public Schools",Black,245,38,86.6,13.4
"2020 - 2021",DIV,"Charles City County Public Schools","Economically Disadvantaged",250,55,82,18
"2020 - 2021",DIV,"Charles City County Public Schools","English Learners",<,<,100,0
"2020 - 2021",DIV,"Charles City County Public Schools",Female,241,33,88,12
"2020 - 2021",DIV,"Charles City County Public Schools",Hispanic,<,<,88.9,11.1
"2020 - 2021",DIV,"Charles City County Public Schools",Homeless,5,7,,
"2020 - 2021",DIV,"Charles City County Public Schools",Male,233,39,85.7,14.3
"2020 - 2021",DIV,"Charles City County Public Schools","Multiple Races",42,4,91.3,8.7
"2020 - 2021",DIV,"Charles City County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Charles City County Public Schools","Students with Disabilities",85,14,85.9,14.1
"2020 - 2021",DIV,"Charles City County Public Schools",White,145,24,85.8,14.2
"2020 - 2021",DIV,"Charlotte County Public Schools","All Students",1442,210,87.3,12.7
"2020 - 2021",DIV,"Charlotte County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Charlotte County Public Schools",Asian,<,<,85.7,14.3
"2020 - 2021",DIV,"Charlotte County Public Schools",Black,381,86,81.6,18.4
"2020 - 2021",DIV,"Charlotte County Public Schools","Economically Disadvantaged",724,169,81.1,18.9
"2020 - 2021",DIV,"Charlotte County Public Schools","English Learners",13,0,100,0
"2020 - 2021",DIV,"Charlotte County Public Schools",Female,712,97,88,12
"2020 - 2021",DIV,"Charlotte County Public Schools",Hispanic,32,8,80,20
"2020 - 2021",DIV,"Charlotte County Public Schools",Homeless,5,5,,
"2020 - 2021",DIV,"Charlotte County Public Schools",Male,730,113,86.6,13.4
"2020 - 2021",DIV,"Charlotte County Public Schools","Multiple Races",91,27,77.1,22.9
"2020 - 2021",DIV,"Charlotte County Public Schools","Students with Disabilities",179,40,81.7,18.3
"2020 - 2021",DIV,"Charlotte County Public Schools",White,931,88,91.4,8.6
"2020 - 2021",DIV,"Charlottesville City Public Schools","All Students",3628,389,90.3,9.7
"2020 - 2021",DIV,"Charlottesville City Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Charlottesville City Public Schools",Asian,239,9,96.4,3.6
"2020 - 2021",DIV,"Charlottesville City Public Schools",Black,1022,224,82,18
"2020 - 2021",DIV,"Charlottesville City Public Schools","Economically Disadvantaged",1894,346,84.6,15.4
"2020 - 2021",DIV,"Charlottesville City Public Schools","English Learners",588,52,91.9,8.1
"2020 - 2021",DIV,"Charlottesville City Public Schools",Female,1800,167,91.5,8.5
"2020 - 2021",DIV,"Charlottesville City Public Schools",Hispanic,470,47,90.9,9.1
"2020 - 2021",DIV,"Charlottesville City Public Schools",Homeless,10,11,,
"2020 - 2021",DIV,"Charlottesville City Public Schools",Male,1812,222,89.1,10.9
"2020 - 2021",DIV,"Charlottesville City Public Schools","Multiple Races",324,38,89.5,10.5
"2020 - 2021",DIV,"Charlottesville City Public Schools","Students with Disabilities",499,91,84.6,15.4
"2020 - 2021",DIV,"Charlottesville City Public Schools",White,1571,71,95.7,4.3
"2020 - 2021",DIV,"Chesapeake City Public Schools","All Students",35571,3539,91,9
"2020 - 2021",DIV,"Chesapeake City Public Schools","American Indian",87,12,,
"2020 - 2021",DIV,"Chesapeake City Public Schools",Asian,1125,24,97.9,2.1
"2020 - 2021",DIV,"Chesapeake City Public Schools",Black,10934,1677,86.7,13.3
"2020 - 2021",DIV,"Chesapeake City Public Schools","Economically Disadvantaged",13106,2609,83.4,16.6
"2020 - 2021",DIV,"Chesapeake City Public Schools","English Learners",1181,235,83.4,16.6
"2020 - 2021",DIV,"Chesapeake City Public Schools",Female,17411,1592,91.6,8.4
"2020 - 2021",DIV,"Chesapeake City Public Schools",Hispanic,3923,527,88.2,11.8
"2020 - 2021",DIV,"Chesapeake City Public Schools",Homeless,82,41,,
"2020 - 2021",DIV,"Chesapeake City Public Schools",Male,18151,1943,90.3,9.7
"2020 - 2021",DIV,"Chesapeake City Public Schools","Multiple Races",3042,257,92.2,7.8
"2020 - 2021",DIV,"Chesapeake City Public Schools","Native Hawaiian",88,7,,
"2020 - 2021",DIV,"Chesapeake City Public Schools","Students with Disabilities",6495,935,87.4,12.6
"2020 - 2021",DIV,"Chesapeake City Public Schools",White,16372,1035,94.1,5.9
"2020 - 2021",DIV,"Chesterfield County Public Schools","All Students",54292,5526,90.8,9.2
"2020 - 2021",DIV,"Chesterfield County Public Schools","American Indian",107,5,,
"2020 - 2021",DIV,"Chesterfield County Public Schools",Asian,1935,70,96.5,3.5
"2020 - 2021",DIV,"Chesterfield County Public Schools",Black,13793,1928,87.7,12.3
"2020 - 2021",DIV,"Chesterfield County Public Schools","Economically Disadvantaged",24279,4561,84.2,15.8
"2020 - 2021",DIV,"Chesterfield County Public Schools","English Learners",6425,1116,85.2,14.8
"2020 - 2021",DIV,"Chesterfield County Public Schools",Female,26912,2390,91.8,8.2
"2020 - 2021",DIV,"Chesterfield County Public Schools",Hispanic,9449,1637,85.2,14.8
"2020 - 2021",DIV,"Chesterfield County Public Schools",Homeless,239,176,,
"2020 - 2021",DIV,"Chesterfield County Public Schools",Male,27380,3136,89.7,10.3
"2020 - 2021",DIV,"Chesterfield County Public Schools","Multiple Races",2838,298,90.5,9.5
"2020 - 2021",DIV,"Chesterfield County Public Schools","Native Hawaiian",98,9,,
"2020 - 2021",DIV,"Chesterfield County Public Schools","Students with Disabilities",6529,1091,85.7,14.3
"2020 - 2021",DIV,"Chesterfield County Public Schools",White,26072,1579,94.3,5.7
"2020 - 2021",DIV,"Clarke County Public Schools","All Students",1616,92,94.6,5.4
"2020 - 2021",DIV,"Clarke County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Clarke County Public Schools",Asian,17,0,100,0
"2020 - 2021",DIV,"Clarke County Public Schools",Black,49,5,90.7,9.3
"2020 - 2021",DIV,"Clarke County Public Schools","Economically Disadvantaged",417,57,88,12
"2020 - 2021",DIV,"Clarke County Public Schools","English Learners",80,2,97.6,2.4
"2020 - 2021",DIV,"Clarke County Public Schools",Female,811,42,95.1,4.9
"2020 - 2021",DIV,"Clarke County Public Schools",Hispanic,190,10,95,5
"2020 - 2021",DIV,"Clarke County Public Schools",Homeless,<,<,,
"2020 - 2021",DIV,"Clarke County Public Schools",Male,805,50,94.2,5.8
"2020 - 2021",DIV,"Clarke County Public Schools","Multiple Races",130,12,91.5,8.5
"2020 - 2021",DIV,"Clarke County Public Schools","Students with Disabilities",158,20,88.8,11.2
"2020 - 2021",DIV,"Clarke County Public Schools",White,1229,65,95,5
"2020 - 2021",DIV,"Colonial Beach Public Schools","All Students",500,102,83.1,16.9
"2020 - 2021",DIV,"Colonial Beach Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Colonial Beach Public Schools",Asian,<,<,100,0
"2020 - 2021",DIV,"Colonial Beach Public Schools",Black,87,40,68.5,31.5
"2020 - 2021",DIV,"Colonial Beach Public Schools","Economically Disadvantaged",262,76,77.5,22.5
"2020 - 2021",DIV,"Colonial Beach Public Schools","English Learners",<,<,60,40
"2020 - 2021",DIV,"Colonial Beach Public Schools",Female,253,49,83.8,16.2
"2020 - 2021",DIV,"Colonial Beach Public Schools",Hispanic,22,4,84.6,15.4
"2020 - 2021",DIV,"Colonial Beach Public Schools",Homeless,25,9,,
"2020 - 2021",DIV,"Colonial Beach Public Schools",Male,247,53,82.3,17.7
"2020 - 2021",DIV,"Colonial Beach Public Schools","Multiple Races",60,11,84.5,15.5
"2020 - 2021",DIV,"Colonial Beach Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Colonial Beach Public Schools","Students with Disabilities",70,20,77.8,22.2
"2020 - 2021",DIV,"Colonial Beach Public Schools",White,315,46,87.3,12.7
"2020 - 2021",DIV,"Colonial Heights City Public Schools","All Students",2193,473,82.3,17.7
"2020 - 2021",DIV,"Colonial Heights City Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Colonial Heights City Public Schools",Asian,83,3,96.5,3.5
"2020 - 2021",DIV,"Colonial Heights City Public Schools",Black,470,139,77.2,22.8
"2020 - 2021",DIV,"Colonial Heights City Public Schools","Economically Disadvantaged",1287,378,77.3,22.7
"2020 - 2021",DIV,"Colonial Heights City Public Schools","English Learners",135,27,83.3,16.7
"2020 - 2021",DIV,"Colonial Heights City Public Schools",Female,1074,216,83.3,16.7
"2020 - 2021",DIV,"Colonial Heights City Public Schools",Hispanic,219,62,77.9,22.1
"2020 - 2021",DIV,"Colonial Heights City Public Schools",Homeless,23,13,,
"2020 - 2021",DIV,"Colonial Heights City Public Schools",Male,1119,257,81.3,18.7
"2020 - 2021",DIV,"Colonial Heights City Public Schools","Multiple Races",188,45,80.7,19.3
"2020 - 2021",DIV,"Colonial Heights City Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Colonial Heights City Public Schools","Students with Disabilities",342,99,77.6,22.4
"2020 - 2021",DIV,"Colonial Heights City Public Schools",White,1228,221,84.7,15.3
"2020 - 2021",DIV,"Covington City Public Schools","All Students",762,222,77.4,22.6
"2020 - 2021",DIV,"Covington City Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Covington City Public Schools",Asian,<,<,100,0
"2020 - 2021",DIV,"Covington City Public Schools",Black,87,38,69.6,30.4
"2020 - 2021",DIV,"Covington City Public Schools","Economically Disadvantaged",184,113,62,38
"2020 - 2021",DIV,"Covington City Public Schools","English Learners",<,<,100,0
"2020 - 2021",DIV,"Covington City Public Schools",Female,391,101,79.5,20.5
"2020 - 2021",DIV,"Covington City Public Schools",Hispanic,39,14,73.6,26.4
"2020 - 2021",DIV,"Covington City Public Schools",Homeless,<,<,,
"2020 - 2021",DIV,"Covington City Public Schools",Male,371,121,75.4,24.6
"2020 - 2021",DIV,"Covington City Public Schools","Multiple Races",46,20,69.7,30.3
"2020 - 2021",DIV,"Covington City Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Covington City Public Schools","Students with Disabilities",147,51,74.2,25.8
"2020 - 2021",DIV,"Covington City Public Schools",White,581,145,80,20
"2020 - 2021",DIV,"Craig County Public Schools","All Students",350,166,67.8,32.2
"2020 - 2021",DIV,"Craig County Public Schools",Asian,<,<,50,50
"2020 - 2021",DIV,"Craig County Public Schools",Black,<,<,100,0
"2020 - 2021",DIV,"Craig County Public Schools","Economically Disadvantaged",200,105,65.6,34.4
"2020 - 2021",DIV,"Craig County Public Schools","English Learners",<,<,0,100
"2020 - 2021",DIV,"Craig County Public Schools",Female,172,68,71.7,28.3
"2020 - 2021",DIV,"Craig County Public Schools",Hispanic,<,<,100,0
"2020 - 2021",DIV,"Craig County Public Schools",Homeless,<,<,,
"2020 - 2021",DIV,"Craig County Public Schools",Male,178,98,64.5,35.5
"2020 - 2021",DIV,"Craig County Public Schools","Multiple Races",<,<,33.3,66.7
"2020 - 2021",DIV,"Craig County Public Schools","Students with Disabilities",90,46,66.2,33.8
"2020 - 2021",DIV,"Craig County Public Schools",White,343,163,67.8,32.2
"2020 - 2021",DIV,"Culpeper County Public Schools","All Students",7244,716,91,9
"2020 - 2021",DIV,"Culpeper County Public Schools","American Indian",27,5,,
"2020 - 2021",DIV,"Culpeper County Public Schools",Asian,117,3,97.5,2.5
"2020 - 2021",DIV,"Culpeper County Public Schools",Black,1011,96,91.3,8.7
"2020 - 2021",DIV,"Culpeper County Public Schools","Economically Disadvantaged",3748,559,87,13
"2020 - 2021",DIV,"Culpeper County Public Schools","English Learners",1058,151,87.5,12.5
"2020 - 2021",DIV,"Culpeper County Public Schools",Female,3615,297,92.4,7.6
"2020 - 2021",DIV,"Culpeper County Public Schools",Hispanic,1803,236,88.4,11.6
"2020 - 2021",DIV,"Culpeper County Public Schools",Homeless,48,22,,
"2020 - 2021",DIV,"Culpeper County Public Schools",Male,3629,419,89.6,10.4
"2020 - 2021",DIV,"Culpeper County Public Schools","Multiple Races",525,60,89.7,10.3
"2020 - 2021",DIV,"Culpeper County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Culpeper County Public Schools","Students with Disabilities",719,86,89.3,10.7
"2020 - 2021",DIV,"Culpeper County Public Schools",White,3759,314,92.3,7.7
"2020 - 2021",DIV,"Cumberland County Public Schools","All Students",1138,19,98.4,1.6
"2020 - 2021",DIV,"Cumberland County Public Schools",Asian,<,<,100,0
"2020 - 2021",DIV,"Cumberland County Public Schools",Black,446,7,98.5,1.5
"2020 - 2021",DIV,"Cumberland County Public Schools","Economically Disadvantaged",648,12,98.2,1.8
"2020 - 2021",DIV,"Cumberland County Public Schools","English Learners",23,1,95.8,4.2
"2020 - 2021",DIV,"Cumberland County Public Schools",Female,558,11,98.1,1.9
"2020 - 2021",DIV,"Cumberland County Public Schools",Hispanic,45,2,95.7,4.3
"2020 - 2021",DIV,"Cumberland County Public Schools",Homeless,<,<,,
"2020 - 2021",DIV,"Cumberland County Public Schools",Male,580,8,98.6,1.4
"2020 - 2021",DIV,"Cumberland County Public Schools","Multiple Races",83,2,97.6,2.4
"2020 - 2021",DIV,"Cumberland County Public Schools","Students with Disabilities",141,6,95.9,4.1
"2020 - 2021",DIV,"Cumberland County Public Schools",White,562,8,98.6,1.4
"2020 - 2021",DIV,"Danville City Public Schools","All Students",4129,1201,77.5,22.5
"2020 - 2021",DIV,"Danville City Public Schools","American Indian",13,2,,
"2020 - 2021",DIV,"Danville City Public Schools",Asian,68,1,98.6,1.4
"2020 - 2021",DIV,"Danville City Public Schools",Black,2769,922,75,25
"2020 - 2021",DIV,"Danville City Public Schools","Economically Disadvantaged",2070,739,73.7,26.3
"2020 - 2021",DIV,"Danville City Public Schools","English Learners",279,45,86.1,13.9
"2020 - 2021",DIV,"Danville City Public Schools",Female,2095,528,79.9,20.1
"2020 - 2021",DIV,"Danville City Public Schools",Hispanic,388,79,83.1,16.9
"2020 - 2021",DIV,"Danville City Public Schools",Homeless,25,26,,
"2020 - 2021",DIV,"Danville City Public Schools",Male,2034,673,75.1,24.9
"2020 - 2021",DIV,"Danville City Public Schools","Multiple Races",128,36,78,22
"2020 - 2021",DIV,"Danville City Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Danville City Public Schools","Students with Disabilities",583,224,72.2,27.8
"2020 - 2021",DIV,"Danville City Public Schools",White,759,161,82.5,17.5
"2020 - 2021",DIV,"Department of Juvenile Justice","All Students",77,0,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice",Black,55,0,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice","Economically Disadvantaged",77,0,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice","English Learners",<,<,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice",Female,<,<,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice",Hispanic,<,<,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice",Male,75,0,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice","Multiple Races",<,<,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice","Students with Disabilities",29,0,100,0
"2020 - 2021",DIV,"Department of Juvenile Justice",White,15,0,100,0
"2020 - 2021",DIV,"Dickenson County Public Schools","All Students",1576,334,82.5,17.5
"2020 - 2021",DIV,"Dickenson County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Dickenson County Public Schools",Asian,<,<,100,0
"2020 - 2021",DIV,"Dickenson County Public Schools",Black,15,5,75,25
"2020 - 2021",DIV,"Dickenson County Public Schools","Economically Disadvantaged",809,215,79,21
"2020 - 2021",DIV,"Dickenson County Public Schools","English Learners",<,<,100,0
"2020 - 2021",DIV,"Dickenson County Public Schools",Female,752,128,85.5,14.5
"2020 - 2021",DIV,"Dickenson County Public Schools",Hispanic,11,1,91.7,8.3
"2020 - 2021",DIV,"Dickenson County Public Schools",Male,824,206,80,20
"2020 - 2021",DIV,"Dickenson County Public Schools","Multiple Races",6,4,60,40
"2020 - 2021",DIV,"Dickenson County Public Schools","Students with Disabilities",265,72,78.6,21.4
"2020 - 2021",DIV,"Dickenson County Public Schools",White,1539,322,82.7,17.3
"2020 - 2021",DIV,"Dinwiddie County Public Schools","All Students",3054,1129,73,27
"2020 - 2021",DIV,"Dinwiddie County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Dinwiddie County Public Schools",Asian,9,1,90,10
"2020 - 2021",DIV,"Dinwiddie County Public Schools",Black,954,393,70.8,29.2
"2020 - 2021",DIV,"Dinwiddie County Public Schools","Economically Disadvantaged",1644,856,65.8,34.2
"2020 - 2021",DIV,"Dinwiddie County Public Schools","English Learners",91,40,69.5,30.5
"2020 - 2021",DIV,"Dinwiddie County Public Schools",Female,1531,519,74.7,25.3
"2020 - 2021",DIV,"Dinwiddie County Public Schools",Hispanic,231,91,71.7,28.3
"2020 - 2021",DIV,"Dinwiddie County Public Schools",Homeless,6,11,,
"2020 - 2021",DIV,"Dinwiddie County Public Schools",Male,1523,610,71.4,28.6
"2020 - 2021",DIV,"Dinwiddie County Public Schools","Multiple Races",169,76,69,31
"2020 - 2021",DIV,"Dinwiddie County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Dinwiddie County Public Schools","Students with Disabilities",375,152,71.2,28.8
"2020 - 2021",DIV,"Dinwiddie County Public Schools",White,1686,566,74.9,25.1
"2020 - 2021",DIV,"Essex County Public Schools","All Students",766,432,63.9,36.1
"2020 - 2021",DIV,"Essex County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Essex County Public Schools",Asian,24,3,88.9,11.1
"2020 - 2021",DIV,"Essex County Public Schools",Black,369,264,58.3,41.7
"2020 - 2021",DIV,"Essex County Public Schools","Economically Disadvantaged",471,347,57.6,42.4
"2020 - 2021",DIV,"Essex County Public Schools","English Learners",44,17,72.1,27.9
"2020 - 2021",DIV,"Essex County Public Schools",Female,385,200,65.8,34.2
"2020 - 2021",DIV,"Essex County Public Schools",Hispanic,42,24,63.6,36.4
"2020 - 2021",DIV,"Essex County Public Schools",Homeless,11,10,,
"2020 - 2021",DIV,"Essex County Public Schools",Male,381,232,62.2,37.8
"2020 - 2021",DIV,"Essex County Public Schools","Multiple Races",74,34,68.5,31.5
"2020 - 2021",DIV,"Essex County Public Schools","Students with Disabilities",100,75,57.1,42.9
"2020 - 2021",DIV,"Essex County Public Schools",White,248,107,69.9,30.1
"2020 - 2021",DIV,"Fairfax County Public Schools","All Students",166688,8876,94.9,5.1
"2020 - 2021",DIV,"Fairfax County Public Schools","American Indian",399,44,,
"2020 - 2021",DIV,"Fairfax County Public Schools",Asian,34467,758,97.8,2.2
